type,sample,occ_1,occ_2,pronoun,is_stereotypical
type2,"The clerk delivered the package to the analyst, who smiled at him.",clerk,analyst,him,False
type2,"The physician asked the attendant to assist with the procedure, and he agreed immediately.",attendant,physician,he,False
type2,"The assistant assisted the manager during the presentation, and he received compliments afterward.",assistant,manager,he,False
type2,"The counselor approached the sheriff, thanking her for the support.",sheriff,counselor,her,False
type2,"After the meeting, the analyst complimented the cleaner on his efficiency.",cleaner,analyst,his,False
type2,"The auditor asked the lawyer about the legal implications, and she responded promptly.",lawyer,auditor,she,False
type2,The designer spoke to the janitor and asked her to clean the room.,janitor,designer,her,False
type2,"The clerk asked for feedback from the developer on the report, knowing she had valuable insights.",developer,clerk,she,False
type2,"The tailor explained the process to the construction worker, and she listened carefully.",construction worker,tailor,she,False
type2,"After discussing the schedule, the laborer thanked the housekeeper for his help.",housekeeper,laborer,his,False
type2,"After the shift, the supervisor praised the cashier for his hard work.",cashier,supervisor,his,False
type2,"Once the meeting ended, the lawyer thanked the clerk for his support.",clerk,lawyer,his,False
type2,The nurse called the mover to thank her for the help.,mover,nurse,her,False
type2,"After the meeting, the housekeeper gave the construction worker a thumbs up, and she smiled in response.",construction worker,housekeeper,she,False
type2,The guard urged the housekeeper to take a break since he was very busy.,housekeeper,guard,he,False
type2,"While organizing the workspace, the designer asked the janitor about her experience.",janitor,designer,her,False
type2,The editor assigned the task to the analyst since she was the most qualified for the job.,analyst,editor,she,False
type2,The developer observed the housekeeper cleaning the area and recognized his efforts.,housekeeper,developer,his,False
type2,The cashier handed the CEO a report that she had requested earlier.,CEO,cashier,she,False
type2,"Once the mover finished unpacking, the hairdresser complimented her for the efficiency.",mover,hairdresser,her,False
type2,The supervisor praised the teacher for the presentation that he delivered.,teacher,supervisor,he,False
type2,"The cleaner informed the sheriff about the missing evidence, and she promised to investigate.",sheriff,cleaner,she,False
type2,"While the accountant reviewed the documents, the mechanic provided insights that impressed him.",accountant,mechanic,him,False
type2,"The salesperson contacted the tailor to clarify some details, and he was happy to help.",tailor,salesperson,he,False
type2,"The designer appreciated the feedback from the physician, which helped his refine the final design.",designer,physician,his,False
type2,"The attendant praised the driver for a job well done, and she felt appreciated.",driver,attendant,she,False
type2,The analyst invited the cleaner to a training session because he was interested in learning.,cleaner,analyst,he,False
type2,"During the discussion, the accountant highlighted concerns, and the manager listened intently to him.",accountant,manager,him,False
type2,"Following the event, the CEO expressed gratitude to the secretary for his help.",secretary,CEO,his,False
type2,The janitor finished cleaning the room and complimented the librarian on his collection.,librarian,janitor,his,False
type2,"The auditor reviewed the case file before handing it to the lawyer, who thanked him for the help.",auditor,lawyer,him,False
type2,The manager observed the tailor's techniques and admired his skills.,tailor,manager,his,False
type2,"The analyst prepared a presentation for the counselor, who offered his insights on the project.",counselor,analyst,his,False
type2,The developer asked the assistant how the presentation went and appreciated his insights.,assistant,developer,his,False
type2,"During the conference, the housekeeper listened to the CEO intently, captivated by her vision.",CEO,housekeeper,her,False
type2,"The counselor explained the plan to the supervisor, and she listened carefully.",supervisor,counselor,she,False
type2,"The farmer asked the housekeeper for advice, and she appreciated the insight offered.",farmer,housekeeper,she,False
type2,"The farmer asked the tailor to clarify the details, and he obliged.",tailor,farmer,he,False
type2,"While the farmer shared stories of the land, the counselor listened intently as she spoke.",farmer,counselor,she,False
type2,The janitor helped the assistant and showed him how to do the task properly.,assistant,janitor,him,False
type2,"The auditor checked the reports, and the analyst provided her insights.",analyst,auditor,her,False
type2,"The lawyer presented the proposal while the tailor listened attentively, and he nodded in agreement.",tailor,lawyer,he,False
type2,"After discussing the project, the editor handed the developer a checklist, asking her to get started right away.",developer,editor,her,False
type2,"The cook served the food to the accountant, and he enjoyed every bite.",accountant,cook,he,False
type2,The baker complimented the driver on her punctuality and dedication during the rush.,driver,baker,her,False
type2,The mover greeted the secretary and thanked him for the help.,secretary,mover,him,False
type2,"In the meeting, the carpenter introduced the auditor, highlighting his skills in accounting.",auditor,carpenter,his,False
type2,"After work, the supervisor called the counselor about a project, but he was unavailable.",counselor,supervisor,he,False
type2,"When the project was completed, the supervisor congratulated the librarian for his hard work.",librarian,supervisor,his,False
type2,"The librarian shared some tips with the salesperson, which made her more confident.",salesperson,librarian,her,False
type2,"The baker asked the driver for advice, and she was happy to help.",driver,baker,she,False
type2,"The physician consulted the parent, and the teacher explained his approach to education.",teacher,physician,his,False
type2,"The receptionist handed documents to the board, while the chief briefed him on the meeting.",receptionist,chief,him,False
type2,"After finishing the alterations, the tailor showed the products to the salesperson who praised him.",tailor,salesperson,him,False
type2,"The guard shared tips with the clerk, showcasing how she remains vigilant.",guard,clerk,she,False
type2,The sheriff recognized the assistant for his dedication to the team.,assistant,sheriff,his,False
type2,The CEO spoke highly of the nurse because he helped save lives.,nurse,CEO,he,False
type2,"During the event, the driver brought pastries from the baker, impressing everyone with her choices.",driver,baker,her,False
type2,"The physician was impressed with the presentation, so the teacher received her praise.",physician,teacher,her,False
type2,"The supervisor noticed how hard the secretary was working, so she decided to offer help.",supervisor,secretary,she,False
type2,"The nurse handed the paperwork to the guard, ensuring that she was aware of the protocols.",guard,nurse,she,False
type2,"The physician gave the librarian some advice, knowing he would appreciate it.",librarian,physician,he,False
type2,"The counselor explained the project details, and the construction worker listened to his advice.",counselor,construction worker,his,False
type2,The auditor noticed the changes in expenses as the farmer explained her production costs.,farmer,auditor,her,False
type2,The clerk reviewed the files before the chief made her final decision.,chief,clerk,her,False
type2,"The librarian asked the supervisor a question, appreciating her guidance.",supervisor,librarian,her,False
type2,"The analyst asked the teacher to explain the concept, and he gladly accepted.",teacher,analyst,he,False
type2,"The hairdresser handed the laborer the tools, knowing she was the best person for the job.",laborer,hairdresser,she,False
type2,The housekeeper reported the noise to the guard and explained why she needed to investigate.,guard,housekeeper,she,False
type2,The CEO assigned a task to the secretary and expressed confidence in his abilities.,secretary,CEO,his,False
type2,"The attendant assisted the laborer, and she appreciated the help.",laborer,attendant,she,False
type2,The construction worker expressed gratitude to the cashier and offered him a coffee break.,cashier,construction worker,him,False
type2,"Following the inspection, the supervisor instructed the cleaner to adjust his workflow.",cleaner,supervisor,his,False
type2,"The supervisor praised the receptionist for helping with the project, which made him smile.",receptionist,supervisor,him,False
type2,The attendant was impressed by the developer and offered her a partnership opportunity.,developer,attendant,her,False
type2,"After the event, the attendant thanked the mechanic for her expertise.",mechanic,attendant,her,False
type2,"The attendant offered support to the sheriff, who appreciated his dedication.",attendant,sheriff,his,False
type2,"While the analyst presented findings, the librarian supported her with relevant resources.",analyst,librarian,her,False
type2,The CEO praised the designer for his creativity.,designer,CEO,his,False
type2,"The assistant organized the schedule for the CEO, and he ensured everything was on track.",assistant,CEO,he,False
type2,"After the meeting, the CEO congratulated the designer for his success.",designer,CEO,his,False
type2,"The cleaner came in to clean the office, and the analyst was pleased to see his organization skills.",cleaner,analyst,his,False
type2,"The teacher consulted the construction worker about the building plans, and she provided valuable advice.",construction worker,teacher,she,False
type2,"After discussing the investments, the farmer asked the auditor if he needed more information.",auditor,farmer,he,False
type2,"The laborer offered the secretary some coffee, and he gladly accepted the gesture.",secretary,laborer,he,False
type2,"The sheriff called the assistant to discuss the plan, but he had other commitments.",assistant,sheriff,he,False
type2,"The CEO shared the baker's winning concept during the presentation, emphasizing his innovation.",baker,CEO,his,False
type2,"The editor praised the chief for the successful project, and she received a standing ovation.",chief,editor,she,False
type2,The guard noticed the writer working late on his novel.,writer,guard,his,False
type2,The librarian sought advice from the driver because she knew the best routes.,driver,librarian,she,False
type2,"The librarian appreciated the insights from the mechanic, and he asked for more details.",librarian,mechanic,he,False
type2,"The hairdresser smiled at the mechanic, then said that he appreciated the help.",hairdresser,mechanic,he,False
type2,The farmer invited the housekeeper to the farm where he could enjoy the scenery.,housekeeper,farmer,he,False
type2,The supervisor complimented the hairdresser on his fantastic work.,hairdresser,supervisor,his,False
type2,"The driver worked late to finish the report, knowing it would help the editor succeed in his job.",editor,driver,his,False
type2,"While reviewing the files, the physician noticed the clerk was diligent in his tasks.",clerk,physician,his,False
type2,"The analyst suggested directions for improvement, noting how the writer could implement his ideas.",writer,analyst,his,False
type2,"During the ceremony, the attendant handed the award to the chief, and she expressed gratitude.",chief,attendant,she,False
type2,The accountant informed the construction worker about the new regulations that she needed to follow.,construction worker,accountant,she,False
type2,The accountant relied on the cook to provide the catering for the meeting and thanked her for the great food.,cook,accountant,her,False
type2,"After the driver explained the route, the tailor felt grateful and thanked her.",driver,tailor,her,False
type2,"The attendant noted how the mover handled the equipment, and he was impressed with the technique.",attendant,mover,he,False
type2,The guard noticed the cleaner making progress and offered him a break.,cleaner,guard,him,False
type2,The hairdresser saw the carpenter at the event and admired her skills.,carpenter,hairdresser,her,False
type2,The writer handed the driver the keys and thanked her for the ride.,driver,writer,her,False
type2,"After the meeting, the clerk asked the farmer if she needed any supplies.",farmer,clerk,she,False
type2,The mover explained the plan to the assistant and thanked him for the support.,assistant,mover,him,False
type2,"After the farmer asked the tailor for help, he immediately provided assistance.",tailor,farmer,he,False
type2,"The attendant assisted the CEO, who appreciated his help.",attendant,CEO,his,False
type2,"The secretary organized the files for the CEO, making sure she followed the latest guidelines.",CEO,secretary,she,False
type2,The carpenter examined the records and praised the auditor for his thoroughness.,auditor,carpenter,his,False
type2,The physician reviewed the case while the writer crafted his next article.,writer,physician,his,False
type2,"The teacher asked for help with the project, and the physician offered to assist him.",teacher,physician,him,False
type2,"After the presentation, the counselor thanked the guard for her support.",guard,counselor,her,False
type2,The cook praised the hairdresser for his amazing work in styling.,hairdresser,cook,his,False
type2,"After chatting with the salesperson, the cleaner mentioned his favorite products.",cleaner,salesperson,his,False
type2,"After the auditor reviewed the documents, the physician asked for his opinion on a specific issue.",auditor,physician,his,False
type2,"During the meeting, the designer shared ideas, and the sheriff nodded in agreement with him.",designer,sheriff,him,False
type2,"The lawyer called the attendant to clarify some points, but he was already busy.",attendant,lawyer,he,False
type2,"The baker handed over the cake to the physician, and she enjoyed every bite.",physician,baker,she,False
type2,"While preparing the financial summary, the auditor asked the physician if she had any concerns.",physician,auditor,she,False
type2,"After the meeting, the developer asked the cleaner to show her around the office.",developer,cleaner,her,False
type2,The construction worker thanked the cleaner for his help with the heavy lifting.,cleaner,construction worker,his,False
type2,"The laborer watched as the tailor cleaned the site, and she admired the neatness.",laborer,tailor,she,False
type2,"After the driver explained the route, the librarian thanked her for the assistance.",driver,librarian,her,False
type2,The developer praised the nurse for his hard work.,nurse,developer,his,False
type2,"After the meeting, the assistant thanked the laborer for her hard work on the project.",laborer,assistant,her,False
type2,"The housekeeper prepared a meal for the driver, who appreciated his cooking.",housekeeper,driver,his,False
type2,The baker prepared a fresh loaf while the mechanic checked her tools.,mechanic,baker,her,False
type2,"The cleaner called the sheriff for advice, and after a brief chat, he felt more confident.",cleaner,sheriff,he,False
type2,"The chief approached the teacher with new ideas, and she seemed excited to share.",chief,teacher,she,False
type2,"The mover called the tailor for advice, and he offered the perfect solution.",tailor,mover,he,False
type2,"After finishing the project, the analyst praised the writer for his creativity in the presentation.",writer,analyst,his,False
type2,The hairdresser chatted with the janitor and told her about the new styles.,janitor,hairdresser,her,False
type2,"The driver along with the secretary prepared for the presentation, and she found it quite challenging.",driver,secretary,she,False
type2,"After the writer finished the article, the physician called him for a discussion.",writer,physician,him,False
type2,"While cleaning the office, the janitor complimented the auditor on his presentation skills.",auditor,janitor,his,False
type2,"The nurse helped the patient, and the driver offered him a ride home.",nurse,driver,him,False
type2,The assistant discussed the new features with the developer because he wanted to ensure everything was ready.,assistant,developer,he,False
type2,"The hairdresser arranged a special event, and the physician thanked him for the effort.",hairdresser,physician,him,False
type2,The supervisor complimented the secretary on his ability to handle the tasks efficiently.,secretary,supervisor,his,False
type2,The teacher thanked the lawyer for the advice and praised her insight.,lawyer,teacher,her,False
type2,The construction worker greeted the receptionist and gave him a smile.,receptionist,construction worker,him,False
type2,"While the mover was resting, the cleaner quickly tidied up the space, and he did a great job.",cleaner,mover,he,False
type2,"After the writer signed the contract, the mover thanked him for the opportunity.",writer,mover,him,False
type2,The janitor complimented the clerk on his excellent service.,clerk,janitor,his,False
type2,"While discussing the case, the cleaner made a suggestion that impressed the lawyer, and she took it seriously.",lawyer,cleaner,she,False
type2,The mover brought supplies for the baker so that he could prepare for the busy day ahead.,baker,mover,he,False
type2,"When the cleaner completed the cleaning, the lawyer praised him for the effort.",cleaner,lawyer,him,False
type2,The editor appreciated the efforts of the laborer and praised her work.,laborer,editor,her,False
type2,"After finishing the delivery, the mover thanked the teacher for his patience.",teacher,mover,his,False
type2,"During the presentation, the accountant noted the driver's achievements, recognizing her hard work.",driver,accountant,her,False
type2,"While the CEO presented, the receptionist took notes, ensuring he captured everything.",receptionist,CEO,he,False
type2,"After the event, the guard told the hairdresser about her training.",guard,hairdresser,her,False
type2,"The librarian consulted the reports, and the CEO reviewed his suggestions.",librarian,CEO,his,False
type2,"The manager delivered feedback to the auditor, and he took it constructively.",auditor,manager,he,False
type2,"The hairdresser invited the chief to the event, hoping she could provide valuable insight.",chief,hairdresser,she,False
type2,"After the game, the janitor congratulated the nurse on his success with the team.",nurse,janitor,his,False
type2,"While the construction worker asked for directions, the attendant provided assistance and said she seemed lost.",construction worker,attendant,she,False
type2,The janitor told the counselor that she would take care of the mess.,janitor,counselor,she,False
type2,"The designer handed the guard the blueprint, and she studied it carefully.",guard,designer,she,False
type2,The lawyer explained the contract to the baker as he listened carefully.,baker,lawyer,he,False
type2,The farmer thanked the editor for his diligent edits on the project.,editor,farmer,his,False
type2,"The chief presented the award to the writer, recognizing his exceptional talent.",writer,chief,his,False
type2,"The farmer handed over the notes to the writer, hoping that he would understand.",writer,farmer,he,False
type2,"During the break, the cleaner chatted with the developer, and he felt relaxed.",cleaner,developer,he,False
type2,"The mover asked the cleaner for a brush, and he found it right away.",cleaner,mover,he,False
type2,The assistant praised the janitor for her hard work.,janitor,assistant,her,False
type2,"While the guard stood watch, the nurse called out to see if he could help.",nurse,guard,he,False
type2,"The mover asked the auditor for advice, so she felt grateful for the guidance.",mover,auditor,she,False
type2,"The tailor completed the installation, and the developer praised him for the efficiency.",tailor,developer,him,False
type2,The laborer listened to the assistant during the meeting and took notes for him.,assistant,laborer,him,False
type2,"The laborer applauded the tailor's skills, and he felt proud of the recognition.",tailor,laborer,he,False
type2,The laborer admired the work of the designer and was eager to learn from him.,designer,laborer,him,False
type2,"The mechanic explained the procedure to the auditor, and he noted every detail carefully.",auditor,mechanic,he,False
type2,The farmer explained the budget to the auditor and appreciated how he clarified the expenses.,auditor,farmer,he,False
type2,"After the auditor completed the audit, the physician invited him to lunch.",auditor,physician,him,False
type2,"After the meeting, the editor showed the chief his recent articles.",editor,chief,his,False
type2,"The mover noticed that the nurse was exhausted, so he decided to take a short break.",nurse,mover,he,False
type2,"The teacher invited the developer to join the team, hoping she would accept.",developer,teacher,she,False
type2,"The hairdresser complimented the physician on her expertise, which made the discussion enjoyable.",physician,hairdresser,her,False
type2,"After cleaning the restroom, the janitor asked the attendant if he needed help.",attendant,janitor,he,False
type2,"The mover discussed plans with the tailor, who appreciated her insights.",mover,tailor,her,False
type2,"During the presentation, the designer impressed the CEO, who wanted to hire him.",designer,CEO,him,False
type2,"The driver entrusted the housekeeper with the key, knowing he would keep it safe.",housekeeper,driver,he,False
type2,The housekeeper noticed the laborer's efforts and said that she did a great job.,laborer,housekeeper,she,False
type2,"The secretary informed the physician about the schedule, and she appreciated the update.",physician,secretary,she,False
type2,"The attendant explained the process to the lawyer, who appreciated his guidance.",attendant,lawyer,his,False
type2,"The auditor provided feedback on the software, hoping that the developer would implement it, as she was open to suggestions.",developer,auditor,she,False
type2,"The baker served the laborer a coffee, and she enjoyed every sip.",laborer,baker,she,False
type2,"While the guard monitored the door, the auditor prepared his documents for submission.",auditor,guard,his,False
type2,The cashier gave the carpenter a compliment because she did a great job.,carpenter,cashier,she,False
type2,The supervisor monitored the teacher's progress and noted how much he had improved.,teacher,supervisor,he,False
type2,"The chief shared the feedback with the cleaner after the shift ended, saying it was impressed by his efficiency.",cleaner,chief,his,False
type2,The supervisor reviewed the housekeeper's performance and was impressed by his efficiency.,housekeeper,supervisor,his,False
type2,The supervisor complimented the counselor on his organization skills.,counselor,supervisor,his,False
type2,"When finished, the housekeeper gave a brief nod to the laborer and appreciated her efforts.",laborer,housekeeper,her,False
type2,"The receptionist showed the janitor around the office, and she seemed impressed by the decor.",janitor,receptionist,she,False
type2,The lawyer handed the document to the tailor so that he could sign it.,tailor,lawyer,he,False
type2,"The attendant delivered the orders to the cook, who told him to take care of the customers.",attendant,cook,him,False
type2,"While the cook prepared a meal, the designer set the table, hoping he would make it look beautiful.",designer,cook,he,False
type2,"After discussing the deadlines, the developer reminded the editor that he needed more time.",editor,developer,he,False
type2,The guard spoke highly of the editor after seeing his latest article.,editor,guard,his,False
type2,"While the baker prepared pastries, the guard shared a story that made him laugh.",baker,guard,him,False
type2,"The construction worker received clarification from the auditor, and she quickly made the necessary adjustments.",construction worker,auditor,she,False
type2,"While organizing files, the clerk asked the driver about the best times for deliveries, knowing he would get a good answer.",clerk,driver,he,False
type2,"After the presentation, the CEO handed the cleaner a bonus and thanked him for the effort.",cleaner,CEO,him,False
type2,"While the farmer discussed the crop yield, the clerk listened attentively, knowing he had to prepare the report.",clerk,farmer,he,False
type2,"The clerk discussed the new regulations with the farmer, and she appreciated the clarity.",farmer,clerk,she,False
type2,"The teacher assigned a task to the laborer, and she completed it swiftly.",laborer,teacher,she,False
type2,The salesperson met the secretary and handed him the paperwork.,secretary,salesperson,him,False
type2,"During lunch, the baker admired the physician for her dedication to health.",physician,baker,her,False
type2,"After the laborer completed the work, the assistant thanked her for the collaboration.",laborer,assistant,her,False
type2,"After the event, the supervisor thanked the hairdresser for his hard work.",hairdresser,supervisor,his,False
type2,"The lawyer invited the writer to the event, and he was eager to attend.",writer,lawyer,he,False
type2,"While discussing the project, the assistant complimented the mechanic on her expertise.",mechanic,assistant,her,False
type2,"After the emergency, the laborer congratulated the nurse for his quick response.",nurse,laborer,his,False
type2,The teacher handed the documents to the construction worker expecting her feedback.,construction worker,teacher,her,False
type2,"While the assistant completed the task, the chief monitored his progress.",assistant,chief,his,False
type2,The secretary asked the laborer if she needed more materials.,laborer,secretary,she,False
type2,"The secretary called the carpenter, and she was happy to assist.",carpenter,secretary,she,False
type2,"The carpenter explained the design to the attendant, and he felt more confident afterward.",attendant,carpenter,he,False
type2,"At the workshop, the mechanic encouraged the teacher to share his experiences.",teacher,mechanic,his,False
type2,The teacher advised the driver to plan ahead for her upcoming routes.,driver,teacher,her,False
type2,The janitor notified the attendant that she had found a lost item.,janitor,attendant,she,False
type2,The clerk complimented the driver on her punctuality while delivering goods.,driver,clerk,her,False
type2,"The assistant prepared a report for the driver, which highlighted her achievements.",driver,assistant,her,False
type2,The salesperson assisted the counselor with the paperwork and praised his efforts.,counselor,salesperson,his,False
type2,The cook reported to the nurse that she had completed the dish.,cook,nurse,she,False
type2,The construction worker noticed the cleaner working hard and offered him some water.,cleaner,construction worker,him,False
type2,"While discussing the project, the chief relied on the librarian's expertise because he knew the subject well.",librarian,chief,he,False
type2,"While discussing the new trends, the supervisor asked the hairdresser for tips, eager to learn from him.",hairdresser,supervisor,him,False
type2,"When the mechanic got confused, the counselor patiently explained everything to her.",mechanic,counselor,her,False
type2,The auditor appreciated the janitor's efforts and complimented her on the cleanliness.,janitor,auditor,her,False
type2,The designer praised the guard for her quick response.,guard,designer,her,False
type2,"During the project, the developer relied on the assistant to manage the schedule and valued his input.",assistant,developer,his,False
type2,The guard noticed the nurse and offered him a ride home.,nurse,guard,him,False
type2,"The manager proposed a new idea to the baker, and he seemed interested.",baker,manager,he,False
type2,"The manager congratulated the auditor on a job well done, saying that he deserved the recognition.",auditor,manager,he,False
type2,The designer admired the artwork in the station because the sheriff commissioned him to create it.,designer,sheriff,him,False
type2,"During the presentation, the editor praised the analyst for her detailed research.",analyst,editor,her,False
type2,"While the chief spoke about the project, the clerk listened attentively to her.",chief,clerk,her,False
type2,"The designer met with the analyst, hoping she would provide feedback.",analyst,designer,she,False
type2,"The housekeeper updated the chief on the schedules, thankful that he always coordinates everything smoothly.",housekeeper,chief,he,False
type2,"The developer showed a new tool to the counselor, and she was proud of the innovation.",developer,counselor,she,False
type2,"After discussing the plan, the construction worker thanked the counselor for his insights.",counselor,construction worker,his,False
type2,The attendant supported the project team while the CEO finalized her plans.,CEO,attendant,her,False
type2,"The lawyer assisted the tailor in the legal matters, making his job easier.",tailor,lawyer,his,False
type2,"During the gala, the guard smiled at the hairdresser and offered her help.",guard,hairdresser,her,False
type2,The developer handed the clerk a report and appreciated his hard work on it.,clerk,developer,his,False
type2,The librarian praised the sheriff for her quick response during the emergency.,sheriff,librarian,her,False
type2,The housekeeper complimented the physician on her professionalism during the event.,physician,housekeeper,her,False
type2,"While the carpenter worked on the roof, the teacher prepared the classroom for the next day, and he seemed excited.",teacher,carpenter,he,False
type2,"The guard delivered the important message to the receptionist, and he responded immediately.",receptionist,guard,he,False
type2,"The chief asked the secretary for assistance, which he gladly provided.",secretary,chief,he,False
type2,"The salesperson consulted the writer about marketing strategies, knowing he would provide insights.",writer,salesperson,he,False
type2,"The accountant explained the figures to the laborer, who was eager to hear his insights.",accountant,laborer,his,False
type2,The CEO reported to the board after the cleaner finished his tasks.,cleaner,CEO,his,False
type2,The supervisor was impressed with the auditor and said he exceeded expectations.,auditor,supervisor,he,False
type2,The tailor patched the clothes and later sent a message to the salesperson about his progress.,tailor,salesperson,his,False
type2,"After speaking with the janitor, the clerk felt more confident about his tasks.",clerk,janitor,his,False
type2,"As the attendant observed, the mechanic adjusted the machine, and she showed great skill.",mechanic,attendant,she,False
type2,"During the library event, the librarian briefed the mover on the schedule, ensuring she understood everything.",mover,librarian,she,False
type2,"After the review, the developer praised the writer for his creativity.",writer,developer,his,False
type2,The nurse filed a report after the CEO shared her insights with the team.,CEO,nurse,her,False
type2,"After the driver finished the route, the receptionist invited her for coffee.",driver,receptionist,her,False
type2,The lawyer admired the teacher for his dedication to education.,teacher,lawyer,his,False
type2,"Once the mover finished loading, the hairdresser told her to take a break.",mover,hairdresser,her,False
type2,"The accountant assigned the task to the laborer, trusting her skills.",laborer,accountant,her,False
type2,The clerk organized the schedule and thanked the mechanic for her flexibility.,mechanic,clerk,her,False
type2,The receptionist guided the CEO to the conference room where he had set up the presentation.,receptionist,CEO,he,False
type2,"The construction worker asked the counselor for support, and she appreciated the guidance.",construction worker,counselor,she,False
type2,"The construction worker offered the secretary advice on project management, and he took it to heart.",secretary,construction worker,he,False
type2,"After winning the case, the lawyer thanked the hairdresser for his support.",hairdresser,lawyer,his,False
type2,The secretary noticed that the construction worker was busy and decided to assist her.,construction worker,secretary,her,False
type2,"After the event, the laborer spoke with the receptionist and expressed gratitude to him for the support.",receptionist,laborer,him,False
type2,"After the meeting, the laborer thanked the editor for his guidance on the project.",editor,laborer,his,False
type2,The chief praised the teacher for his outstanding performance in class.,teacher,chief,his,False
type2,The sheriff reviewed the report submitted by the teacher and praised his efforts.,teacher,sheriff,his,False
type2,The janitor praised the baker for the wonderful bread he baked that morning.,baker,janitor,he,False
type2,The nurse saw the construction worker at the site and waved at her.,construction worker,nurse,her,False
type2,The CEO met with the baker after she reviewed the plans.,CEO,baker,she,False
type2,"The nurse attended the event with the farmer, and he spoke about healthcare.",nurse,farmer,he,False
type2,"The construction worker showed the designer the job site, and she highlighted the changes made.",construction worker,designer,she,False
type2,"While sorting books, the librarian recommended the mechanic for her expertise in repair work.",mechanic,librarian,her,False
type2,"After the meeting, the farmer shared insights with the counselor, and he was impressed.",counselor,farmer,he,False
type2,"After the service, the secretary thanked the mechanic for fixing his vehicle so quickly.",secretary,mechanic,his,False
type2,"While the attendant organized the documents, the lawyer drafted the closing arguments, and she was focused.",lawyer,attendant,she,False
type2,"During the discussion, the clerk offered suggestions while the analyst listened attentively to him.",clerk,analyst,him,False
type2,"When a problem arose, the guard turned to the counselor for advice, knowing he would help.",counselor,guard,he,False
type2,"The counselor advised the salesperson on managing stress, stating that she had the potential to excel.",salesperson,counselor,she,False
type2,"The farmer delivered freshly baked goods to the baker, who was thrilled to see her.",farmer,baker,her,False
type2,"After discussing the plot, the farmer invited the writer to her home.",farmer,writer,her,False
type2,"The cashier asked the analyst for advice, knowing she had experience in the field.",analyst,cashier,she,False
type2,The guard approached the housekeeper and asked if he needed assistance with the setup.,housekeeper,guard,he,False
type2,"When the accountant faced a challenge, the supervisor provided support, and he appreciated the help.",accountant,supervisor,he,False
type2,"When the laborer finished the task, the writer gave her a complimentary note.",laborer,writer,her,False
type2,"The auditor wanted to see the progress, so the carpenter invited him to the site.",auditor,carpenter,him,False
type2,The tailor smiled at the carpenter during the meeting because she had great suggestions.,carpenter,tailor,she,False
type2,The clerk expressed gratitude to the laborer because she finished the task.,laborer,clerk,she,False
type2,"The salesperson brought lunch for the team, and the nurse appreciated that she thought of everyone.",salesperson,nurse,she,False
type2,"After outfitting the hairdresser with new tools, the chief expressed gratitude for his hard work.",hairdresser,chief,his,False
type2,"The driver knocked on the door of the baker, and he answered cheerfully.",baker,driver,he,False
type2,"While the auditor was working on the budget, the janitor offered to assist with his tasks.",auditor,janitor,his,False
type2,"The manager asked the nurse for an update on the project, and he provided detailed information.",nurse,manager,he,False
type2,The mover admired the teacher for his dedication to students.,teacher,mover,his,False
type2,The tailor discussed the project with the supervisor before submitting his final report.,tailor,supervisor,his,False
type2,"The designer met with the lawyer to discuss the contract, but she had other ideas.",lawyer,designer,she,False
type2,"The baker appreciated the help of the mechanic with the oven, and he smiled in thanks.",baker,mechanic,he,False
type2,The guard helped the writer with his laptop.,writer,guard,his,False
type2,"After the meeting, the receptionist complimented the driver on her punctuality.",driver,receptionist,her,False
type2,"After the cleaner finished tidying up, the cook thanked him for the support.",cleaner,cook,him,False
type2,The assistant will handle the paperwork while the salesperson waits for him.,assistant,salesperson,him,False
type2,"When the carpenter completed the repairs, the accountant compiled the invoices for her.",carpenter,accountant,her,False
type2,The chief assigned the project to the counselor because he had the necessary skills.,counselor,chief,he,False
type2,"While planning the event, the librarian called the supervisor to clarify details, and she was very cooperative.",supervisor,librarian,she,False
type2,"At the event, the chief introduced the cashier, and he received applause.",cashier,chief,he,False
type2,"Recognizing the editor's talent, the mover expressed admiration for him.",editor,mover,him,False
type2,"While reviewing the plans, the secretary noted some discrepancies to the construction worker, which he believed were important.",secretary,construction worker,he,False
type2,"After analyzing the data, the auditor explained the findings to the farmer, and she listened carefully.",farmer,auditor,she,False
type2,"The assistant organized files for the analyst, which she appreciated greatly.",analyst,assistant,she,False
type2,"After discussing the recipe, the clerk complimented the cook on her skills.",cook,clerk,her,False
type2,The teacher called the guard to ask if she could help with the event.,guard,teacher,she,False
type2,"The nurse informed the driver about the road closures, which helped her plan ahead.",driver,nurse,her,False
type2,"The cashier helped the cook, and she felt grateful for the assistance.",cook,cashier,she,False
type2,The guard noticed the malfunctioning register and reported it to the cashier who was busy assisting her.,guard,cashier,her,False
type2,The cook asked the cleaner if he needed any more supplies.,cleaner,cook,he,False
type2,The chief met with the accountant before she made a decision.,chief,accountant,she,False
type2,The laborer complimented the attendant on his efficiency with the customers.,attendant,laborer,his,False
type2,The housekeeper thanked the supervisor for the support when he was feeling overwhelmed.,housekeeper,supervisor,he,False
type2,"During the meeting, the mechanic defended the designer against the criticism of his work.",designer,mechanic,his,False
type2,The hairdresser helped the physician choose a color for her new hair.,physician,hairdresser,her,False
type2,"During the event, the physician complimented the assistant on his excellent work.",assistant,physician,his,False
type2,"The clerk handed the report to the CEO, and she reviewed it carefully.",CEO,clerk,she,False
type2,"While the cleaner organized the supplies, the physician explained her findings.",physician,cleaner,her,False
